Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
[35]     0.0    0.00    0.00    4004         int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [35]
                0.00    0.00    4004/4004        __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [32]
-----------------------------------------------
                0.00    0.00    2000/4002        void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [75]
                0.00    0.00    2002/4002        void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [64]
[36]     0.0    0.00    0.00    4002         operator new(unsigned long, void*) [36]
-----------------------------------------------
                0.00    0.00      16/2053        __gnu_cxx::new_allocator<int>::max_size() const [128]
                0.00    0.00    2037/2053        __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [39]
[37]     0.0    0.00    0.00    2053         __gnu_cxx::new_allocator<int>::_M_max_size() const [37]
-----------------------------------------------
                0.00    0.00    2037/2037        std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [40]
[38]     0.0    0.00    0.00    2037         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [38]
-----------------------------------------------
                0.00    0.00    2037/2037        std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [41]
[39]     0.0    0.00    0.00    2037         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [39]
                0.00    0.00    2037/2053        __gnu_cxx::new_allocator<int>::_M_max_size() const [37]
-----------------------------------------------
                0.00    0.00      33/2037        std::_Deque_base<int, std::allocator<int> >::_M_deallocate_node(int*) [104]
                0.00    0.00    2004/2037        std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [47]
[40]     0.0    0.00    0.00    2037         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [40]
                0.00    0.00    2037/2037        __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [38]
-----------------------------------------------
                0.00    0.00      33/2037        std::_Deque_base<int, std::allocator<int> >::_M_allocate_node() [103]
                0.00    0.00    2004/2037        std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [44]
[41]     0.0    0.00    0.00    2037         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [41]
                0.00    0.00    2037/2037        __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [39]
-----------------------------------------------
                0.00    0.00    1001/2019        std::deque<int, std::allocator<int> >::empty() const [85]
                0.00    0.00    1018/2019        std::operator!=(std::_Deque_iterator<int, int&, int*> const&, std::_Deque_iterator<int, int&, int*> const&) [84]
[42]     0.0    0.00    0.00    2019         std::operator==(std::_Deque_iterator<int, int&, int*> const&, std::_Deque_iterator<int, int&, int*> const&) [42]
-----------------------------------------------
                0.00    0.00    2004/2004        void std::_Destroy<int*>(int*, int*) [53]
[43]     0.0    0.00    0.00    2004         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [43]
-----------------------------------------------
                0.00    0.00    2004/2004        std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [48]
[44]     0.0    0.00    0.00    2004         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [44]
                0.00    0.00    2004/2037        std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [41]
-----------------------------------------------
                0.00    0.00    2004/2004        std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [50]
[45]     0.0    0.00    0.00    2004         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [45]
                0.00    0.00    2004/4008        std::allocator<int>::allocator(std::allocator<int> const&) [29]
                0.00    0.00    2004/2004        std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [49]
-----------------------------------------------
                0.00    0.00    2004/2004        std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [51]
[46]     0.0    0.00    0.00    2004         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [46]
                0.00    0.00    2004/4029        std::allocator<int>::~allocator() [26]
-----------------------------------------------
                0.00    0.00    2004/2004        std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [51]
[47]     0.0    0.00    0.00    2004         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [47]
                0.00    0.00    2004/2037        std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [40]
-----------------------------------------------
                0.00    0.00    2004/2004        std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [50]
[48]     0.0    0.00    0.00    2004         std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [48]
                0.00    0.00    2004/2004        std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [44]
-----------------------------------------------
                0.00    0.00    2004/2004        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [45]
[49]     0.0    0.00    0.00    2004         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [49]
-----------------------------------------------
                0.00    0.00       2/2004        std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&) [202]
                0.00    0.00    2002/2004        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [63]
[50]     0.0    0.00    0.00    2004         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [50]
                0.00    0.00    2004/2004        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [45]
                0.00    0.00    2004/2004        std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [48]
-----------------------------------------------
                0.00    0.00    2004/2004        std::vector<int, std::allocator<int> >::~vector() [52]
[51]     0.0    0.00    0.00    2004         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [51]
                0.00    0.00    2004/2004        std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [47]
                0.00    0.00    2004/2004        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [46]
-----------------------------------------------
                0.00    0.00       2/2004        Graph::Graph(int) [166]
                0.00    0.00    2002/2004        void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [74]
[52]     0.0    0.00    0.00    2004         std::vector<int, std::allocator<int> >::~vector() [52]
                0.00    0.00    2004/4008        std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [30]
                0.00    0.00    2004/2004        void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [54]
                0.00    0.00    2004/2004        std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [51]
-----------------------------------------------
                0.00    0.00    2004/2004        void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [54]
[53]     0.0    0.00    0.00    2004         void std::_Destroy<int*>(int*, int*) [53]
                0.00    0.00    2004/2004        void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [43]
-----------------------------------------------
                0.00    0.00    2004/2004        std::vector<int, std::allocator<int> >::~vector() [52]
[54]     0.0    0.00    0.00    2004         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [54]
                0.00    0.00    2004/2004        void std::_Destroy<int*>(int*, int*) [53]
-----------------------------------------------
                0.00    0.00    2002/2002        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [63]
[55]     0.0    0.00    0.00    2002         __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_select_on_copy(std::allocator<int> const&) [55]
                0.00    0.00    2002/2002        std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [61]
-----------------------------------------------
                0.00    0.00    2002/2002        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [63]
[56]     0.0    0.00    0.00    2002         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [56]
-----------------------------------------------
                0.00    0.00    2002/2002        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [63]
[57]     0.0    0.00    0.00    2002         std::vector<int, std::allocator<int> >::end() const [57]
                0.00    0.00    2002/4004        __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [31]
-----------------------------------------------
                0.00    0.00    2002/2002        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [63]
[58]     0.0    0.00    0.00    2002         std::vector<int, std::allocator<int> >::size() const [58]
-----------------------------------------------
                0.00    0.00    2002/2002        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [63]
[59]     0.0    0.00    0.00    2002         std::vector<int, std::allocator<int> >::begin() const [59]
                0.00    0.00    2002/4004        __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [31]
-----------------------------------------------
                0.00    0.00    2002/2002        int* std::__copy_move_a2<false, int const*, int*>(int const*, int const*, int*) [69]
[60]     0.0    0.00    0.00    2002         int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [60]
-----------------------------------------------
                0.00    0.00    2002/2002        __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_select_on_copy(std::allocator<int> const&) [55]
[61]     0.0    0.00    0.00    2002         std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [61]
                0.00    0.00    2002/4008        std::allocator<int>::allocator(std::allocator<int> const&) [29]
-----------------------------------------------
                0.00    0.00    2002/2002        int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [70]
[62]     0.0    0.00    0.00    2002         int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [62]
                0.00    0.00    2002/2002        int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [72]
-----------------------------------------------
                0.00    0.00    2002/2002        void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [64]
[63]     0.0    0.00    0.00    2002         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [63]
                0.00    0.00    2002/2002        std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [56]
                0.00    0.00    2002/2002        __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_select_on_copy(std::allocator<int> const&) [55]
                0.00    0.00    2002/2002        std::vector<int, std::allocator<int> >::size() const [58]
                0.00    0.00    2002/2004        std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [50]
                0.00    0.00    2002/4008        std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [30]
                0.00    0.00    2002/4029        std::allocator<int>::~allocator() [26]
                0.00    0.00    2002/2002        std::vector<int, std::allocator<int> >::end() const [57]
                0.00    0.00    2002/2002        std::vector<int, std::allocator<int> >::begin() const [59]
                0.00    0.00    2002/2002        int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [71]
-----------------------------------------------
                0.00    0.00    2002/2002        std::vector<int, std::allocator<int> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [190]
[64]     0.0    0.00    0.00    2002         void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [64]
                0.00    0.00    2002/2002        std::vector<int, std::allocator<int> > const& std::forward<std::vector<int, std::allocator<int> > const&>(std::remove_reference<std::vector<int, std::allocator<int> > const&>::type&) [73]
                0.00    0.00    2002/2002        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [63]
                0.00    0.00    2002/4002        operator new(unsigned long, void*) [36]
-----------------------------------------------
                0.00    0.00    2002/2002        int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [67]
[65]     0.0    0.00    0.00    2002         int* std::__niter_base<int*>(int*) [65]
-----------------------------------------------
                0.00    0.00    2002/2002        int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [67]
[66]     0.0    0.00    0.00    2002         int* std::__niter_wrap<int*>(int* const&, int*) [66]
-----------------------------------------------
                0.00    0.00    2002/2002        int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [72]
[67]     0.0    0.00    0.00    2002         int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [67]
                0.00    0.00    4004/4004        int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [35]
                0.00    0.00    2002/2002        int* std::__niter_base<int*>(int*) [65]
                0.00    0.00    2002/2002        int* std::__copy_move_a1<false, int const*, int*>(int const*, int const*, int*) [68]
                0.00    0.00    2002/2002        int* std::__niter_wrap<int*>(int* const&, int*) [66]
-----------------------------------------------
                0.00    0.00    2002/2002        int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [67]
[68]     0.0    0.00    0.00    2002         int* std::__copy_move_a1<false, int const*, int*>(int const*, int const*, int*) [68]
                0.00    0.00    2002/2002        int* std::__copy_move_a2<false, int const*, int*>(int const*, int const*, int*) [69]
-----------------------------------------------
                0.00    0.00    2002/2002        int* std::__copy_move_a1<false, int const*, int*>(int const*, int const*, int*) [68]
[69]     0.0    0.00    0.00    2002         int* std::__copy_move_a2<false, int const*, int*>(int const*, int const*, int*) [69]
                0.00    0.00    2002/2002        int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [60]
-----------------------------------------------
                0.00    0.00    2002/2002        int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [71]
[70]     0.0    0.00    0.00    2002         int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [70]
                0.00    0.00    2002/2002        int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [62]
-----------------------------------------------
                0.00    0.00    2002/2002        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [63]
[71]     0.0    0.00    0.00    2002         int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [71]
                0.00    0.00    2002/2002        int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [70]
-----------------------------------------------
                0.00    0.00    2002/2002        int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [62]
[72]     0.0    0.00    0.00    2002         int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [72]
                0.00    0.00    4004/4004        __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [34]
                0.00    0.00    2002/2002        int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [67]
-----------------------------------------------
                0.00    0.00    2002/2002        void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [64]
[73]     0.0    0.00    0.00    2002         std::vector<int, std::allocator<int> > const& std::forward<std::vector<int, std::allocator<int> > const&>(std::remove_reference<std::vector<int, std::allocator<int> > const&>::type&) [73]
-----------------------------------------------
                0.00    0.00    2002/2002        void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [151]
[74]     0.0    0.00    0.00    2002         void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [74]
                0.00    0.00    2002/2004        std::vector<int, std::allocator<int> >::~vector() [52]
-----------------------------------------------
                0.00    0.00    2000/2000        void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [79]
[75]     0.0    0.00    0.00    2000         void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [75]
                0.00    0.00    2000/4014        int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [27]
                0.00    0.00    2000/4002        operator new(unsigned long, void*) [36]
-----------------------------------------------
                0.00    0.00    1000/2000        fillOrder(Graph const&, int, std::vector<bool, std::allocator<bool> >&, std::deque<int, std::allocator<int> >&) [143]
                0.00    0.00    1000/2000        dfs(Graph const&, int, std::vector<bool, std::allocator<bool> >&, std::deque<int, std::allocator<int> >&) [127]
[76]     0.0    0.00    0.00    2000         Graph::getAdjMatrix(int) const [76]
                0.00    0.00    2000/1002000     std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) const [10]
-----------------------------------------------
                0.00    0.00    1000/2000        printSCCs(Graph const&) [219]
                0.00    0.00    1000/2000        std::deque<int, std::allocator<int> >::back() [90]
[77]     0.0    0.00    0.00    2000         std::_Deque_iterator<int, int&, int*>::operator*() const [77]
-----------------------------------------------
                0.00    0.00    1000/2000        fillOrder(Graph const&, int, std::vector<bool, std::allocator<bool> >&, std::deque<int, std::allocator<int> >&) [143]
                0.00    0.00    1000/2000        dfs(Graph const&, int, std::vector<bool, std::allocator<bool> >&, std::deque<int, std::allocator<int> >&) [127]
[78]     0.0    0.00    0.00    2000         std::_Bit_reference::operator=(bool) [78]
-----------------------------------------------
                0.00    0.00      14/2000        void std::deque<int, std::allocator<int> >::_M_push_back_aux<int const&>(int const&) [133]
                0.00    0.00    1986/2000        std::deque<int, std::allocator<int> >::push_back(int const&) [80]
[79]     0.0    0.00    0.00    2000         void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [79]
                0.00    0.00    2000/4014        int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [27]
                0.00    0.00    2000/2000        void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [75]
-----------------------------------------------
                0.00    0.00    1000/2000        fillOrder(Graph const&, int, std::vector<bool, std::allocator<bool> >&, std::deque<int, std::allocator<int> >&) [143]
                0.00    0.00    1000/2000        dfs(Graph const&, int, std::vector<bool, std::allocator<bool> >&, std::deque<int, std::allocator<int> >&) [127]
[80]     0.0    0.00    0.00    2000         std::deque<int, std::allocator<int> >::push_back(int const&) [80]
                0.00    0.00    1986/2000        void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [79]
                0.00    0.00      14/14          void std::deque<int, std::allocator<int> >::_M_push_back_aux<int const&>(int const&) [133]
-----------------------------------------------
                0.00    0.00      37/1074        std::deque<int, std::allocator<int> >::begin() [102]
                0.00    0.00    1037/1074        std::deque<int, std::allocator<int> >::end() [82]
[81]     0.0    0.00    0.00    1074         std::_Deque_iterator<int, int&, int*>::_Deque_iterator(std::_Deque_iterator<int, int&, int*> const&) [81]
-----------------------------------------------
                0.00    0.00      18/1037        printSCCs(Graph const&) [219]
                0.00    0.00      19/1037        std::deque<int, std::allocator<int> >::~deque() [126]
                0.00    0.00    1000/1037        std::deque<int, std::allocator<int> >::back() [90]
[82]     0.0    0.00    0.00    1037         std::deque<int, std::allocator<int> >::end() [82]
                0.00    0.00    1037/1074        std::_Deque_iterator<int, int&, int*>::_Deque_iterator(std::_Deque_iterator<int, int&, int*> const&) [81]
-----------------------------------------------
                0.00    0.00       7/1019        std::deque<int, std::allocator<int> >::_M_pop_back_aux() [144]
                0.00    0.00      19/1019        std::deque<int, std::allocator<int> >::~deque() [126]
                0.00    0.00     993/1019        std::deque<int, std::allocator<int> >::pop_back() [91]
[83]     0.0    0.00    0.00    1019         std::_Deque_base<int, std::allocator<int> >::_M_get_Tp_allocator() [83]
-----------------------------------------------
                0.00    0.00    1018/1018        printSCCs(Graph const&) [219]
[84]     0.0    0.00    0.00    1018         std::operator!=(std::_Deque_iterator<int, int&, int*> const&, std::_Deque_iterator<int, int&, int*> const&) [84]
                0.00    0.00    1018/2019        std::operator==(std::_Deque_iterator<int, int&, int*> const&, std::_Deque_iterator<int, int&, int*> const&) [42]
-----------------------------------------------
                0.00    0.00    1001/1001        printSCCs(Graph const&) [219]
[85]     0.0    0.00    0.00    1001         std::deque<int, std::allocator<int> >::empty() const [85]
                0.00    0.00    1001/2019        std::operator==(std::_Deque_iterator<int, int&, int*> const&, std::_Deque_iterator<int, int&, int*> const&) [42]
-----------------------------------------------
                0.00    0.00    1000/1000        void std::allocator_traits<std::allocator<int> >::destroy<int>(std::allocator<int>&, int*) [89]
[86]     0.0    0.00    0.00    1000         void __gnu_cxx::new_allocator<int>::destroy<int>(int*) [86]
-----------------------------------------------
                0.00    0.00    1000/1000        std::deque<int, std::allocator<int> >::back() [90]
[87]     0.0    0.00    0.00    1000         std::_Deque_iterator<int, int&, int*>::operator--() [87]
                0.00    0.00       7/77          std::_Deque_iterator<int, int&, int*>::_M_set_node(int**) [94]
-----------------------------------------------
                0.00    0.00    1000/1000        printSCCs(Graph const&) [219]
[88]     0.0    0.00    0.00    1000         std::_Deque_iterator<int, int&, int*>::operator++() [88]
                0.00    0.00       7/77          std::_Deque_iterator<int, int&, int*>::_M_set_node(int**) [94]
-----------------------------------------------
                0.00    0.00       7/1000        std::deque<int, std::allocator<int> >::_M_pop_back_aux() [144]
                0.00    0.00     993/1000        std::deque<int, std::allocator<int> >::pop_back() [91]
[89]     0.0    0.00    0.00    1000         void std::allocator_traits<std::allocator<int> >::destroy<int>(std::allocator<int>&, int*) [89]
                0.00    0.00    1000/1000        void __gnu_cxx::new_allocator<int>::destroy<int>(int*) [86]
-----------------------------------------------
                0.00    0.00    1000/1000        printSCCs(Graph const&) [219]
[90]     0.0    0.00    0.00    1000         std::deque<int, std::allocator<int> >::back() [90]
                0.00    0.00    1000/1037        std::deque<int, std::allocator<int> >::end() [82]
                0.00    0.00    1000/2000        std::_Deque_iterator<int, int&, int*>::operator*() const [77]
                0.00    0.00    1000/1000        std::_Deque_iterator<int, int&, int*>::operator--() [87]
-----------------------------------------------
                0.00    0.00    1000/1000        printSCCs(Graph const&) [219]
[91]     0.0    0.00    0.00    1000         std::deque<int, std::allocator<int> >::pop_back() [91]
                0.00    0.00     993/1019        std::_Deque_base<int, std::allocator<int> >::_M_get_Tp_allocator() [83]
                0.00    0.00     993/1000        void std::allocator_traits<std::allocator<int> >::destroy<int>(std::allocator<int>&, int*) [89]
                0.00    0.00       7/7           std::deque<int, std::allocator<int> >::_M_pop_back_aux() [144]
-----------------------------------------------
                0.00    0.00      33/195         std::_Deque_base<int, std::allocator<int> >::_M_allocate_node() [103]
                0.00    0.00      33/195         std::_Deque_base<int, std::allocator<int> >::_M_deallocate_node(int*) [104]
                0.00    0.00      38/195         std::_Deque_base<int, std::allocator<int> >::_M_initialize_map(unsigned long) [121]
                0.00    0.00      91/195         std::_Deque_iterator<int, int&, int*>::_S_buffer_size() [93]
[92]     0.0    0.00    0.00     195         std::__deque_buf_size(unsigned long) [92]
-----------------------------------------------
                0.00    0.00      14/91          std::operator-(std::_Deque_iterator<int, int&, int*> const&, std::_Deque_iterator<int, int&, int*> const&) [135]
                0.00    0.00      77/91          std::_Deque_iterator<int, int&, int*>::_M_set_node(int**) [94]
[93]     0.0    0.00    0.00      91         std::_Deque_iterator<int, int&, int*>::_S_buffer_size() [93]
                0.00    0.00      91/195         std::__deque_buf_size(unsigned long) [92]
-----------------------------------------------
                0.00    0.00       4/77          std::deque<int, std::allocator<int> >::_M_reallocate_map(unsigned long, bool) [192]
                0.00    0.00       7/77          std::_Deque_iterator<int, int&, int*>::operator++() [88]
                0.00    0.00       7/77          std::_Deque_iterator<int, int&, int*>::operator--() [87]
