Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
-----------------------------------------------
                0.00    0.00    9986/9986        Graph::addEdge(int, int) [26]
[27]     0.0    0.00    0.00    9986         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [27]
-----------------------------------------------
                0.00    0.00    9986/9986        Graph::addEdge(int, int) [26]
[28]     0.0    0.00    0.00    9986         std::vector<int, std::allocator<int> >::operator[](unsigned long) [28]
-----------------------------------------------
                0.00    0.00    2000/8000        void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int const&>(std::_List_iterator<int>, int const&) [103]
                0.00    0.00    2000/8000        std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [102]
                0.00    0.00    2000/8000        void std::allocator_traits<std::allocator<std::_List_node<int> > >::construct<int, int const&>(std::allocator<std::_List_node<int> >&, int*, int const&) [98]
                0.00    0.00    2000/8000        void __gnu_cxx::new_allocator<std::_List_node<int> >::construct<int, int const&>(int*, int const&) [87]
[29]     0.0    0.00    0.00    8000         int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [29]
-----------------------------------------------
                0.00    0.00    6000/6000        std::_List_node<int>::_M_valptr() [32]
[30]     0.0    0.00    0.00    6000         __gnu_cxx::__aligned_membuf<int>::_M_ptr() [30]
                0.00    0.00    6000/6000        __gnu_cxx::__aligned_membuf<int>::_M_addr() [31]
-----------------------------------------------
                0.00    0.00    6000/6000        __gnu_cxx::__aligned_membuf<int>::_M_ptr() [30]
[31]     0.0    0.00    0.00    6000         __gnu_cxx::__aligned_membuf<int>::_M_addr() [31]
-----------------------------------------------
                0.00    0.00    1000/6000        std::__cxx11::_List_base<int, std::allocator<int> >::_M_clear() [120]
                0.00    0.00    1000/6000        std::__cxx11::list<int, std::allocator<int> >::_M_erase(std::_List_iterator<int>) [112]
                0.00    0.00    2000/6000        std::_List_iterator<int>::operator*() const [90]
                0.00    0.00    2000/6000        std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [102]
[32]     0.0    0.00    0.00    6000         std::_List_node<int>::_M_valptr() [32]
                0.00    0.00    6000/6000        __gnu_cxx::__aligned_membuf<int>::_M_ptr() [30]
-----------------------------------------------
                0.00    0.00      18/4036        std::__cxx11::list<int, std::allocator<int> >::begin() [127]
                0.00    0.00    1000/4036        std::__cxx11::list<int, std::allocator<int> >::pop_back() [113]
                0.00    0.00    3018/4036        std::__cxx11::list<int, std::allocator<int> >::end() [46]
[33]     0.0    0.00    0.00    4036         std::_List_iterator<int>::_List_iterator(std::__detail::_List_node_base*) [33]
-----------------------------------------------
                0.00    0.00    4010/4010        std::allocator<int>::~allocator() [35]
[34]     0.0    0.00    0.00    4010         __gnu_cxx::new_allocator<int>::~new_allocator() [34]
-----------------------------------------------
                0.00    0.00       2/4010        Graph::Graph(int) [155]
                0.00    0.00       2/4010        std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [191]
                0.00    0.00    2002/4010        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [72]
                0.00    0.00    2004/4010        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [53]
[35]     0.0    0.00    0.00    4010         std::allocator<int>::~allocator() [35]
                0.00    0.00    4010/4010        __gnu_cxx::new_allocator<int>::~new_allocator() [34]
-----------------------------------------------
                0.00    0.00    4008/4008        std::allocator<int>::allocator(std::allocator<int> const&) [37]
[36]     0.0    0.00    0.00    4008         __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [36]
-----------------------------------------------
                0.00    0.00       2/4008        std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [191]
                0.00    0.00    2002/4008        std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [70]
                0.00    0.00    2004/4008        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [52]
[37]     0.0    0.00    0.00    4008         std::allocator<int>::allocator(std::allocator<int> const&) [37]
                0.00    0.00    4008/4008        __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [36]
-----------------------------------------------
                0.00    0.00       2/4008        std::vector<int, std::allocator<int> >::_M_fill_initialize(unsigned long, int const&) [192]
                0.00    0.00    2002/4008        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [72]
                0.00    0.00    2004/4008        std::vector<int, std::allocator<int> >::~vector() [61]
[38]     0.0    0.00    0.00    4008         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [38]
-----------------------------------------------
                0.00    0.00    2002/4004        std::vector<int, std::allocator<int> >::begin() const [68]
                0.00    0.00    2002/4004        std::vector<int, std::allocator<int> >::end() const [66]
[39]     0.0    0.00    0.00    4004         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [39]
-----------------------------------------------
                0.00    0.00    4004/4004        int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [43]
[40]     0.0    0.00    0.00    4004         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [40]
-----------------------------------------------
                0.00    0.00    2002/4004        void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [141]
                0.00    0.00    2002/4004        std::vector<int, std::allocator<int> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [182]
[41]     0.0    0.00    0.00    4004         std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&) [41]
-----------------------------------------------
                0.00    0.00    4004/4004        int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [81]
[42]     0.0    0.00    0.00    4004         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [42]
-----------------------------------------------
                0.00    0.00    4004/4004        int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [76]
[43]     0.0    0.00    0.00    4004         int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [43]
                0.00    0.00    4004/4004        __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [40]
-----------------------------------------------
                0.00    0.00    2000/4002        void __gnu_cxx::new_allocator<std::_List_node<int> >::construct<int, int const&>(int*, int const&) [87]
                0.00    0.00    2002/4002        void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [73]
[44]     0.0    0.00    0.00    4002         operator new(unsigned long, void*) [44]
-----------------------------------------------
                0.00    0.00    1000/4000        std::__cxx11::_List_base<int, std::allocator<int> >::_M_clear() [120]
                0.00    0.00    1000/4000        std::__cxx11::list<int, std::allocator<int> >::_M_erase(std::_List_iterator<int>) [112]
                0.00    0.00    2000/4000        std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [102]
[45]     0.0    0.00    0.00    4000         std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_Node_allocator() [45]
-----------------------------------------------
                0.00    0.00      18/3018        printSCCs(Graph const&) [2]
                0.00    0.00    1000/3018        std::__cxx11::list<int, std::allocator<int> >::back() [111]
                0.00    0.00    2000/3018        std::__cxx11::list<int, std::allocator<int> >::push_back(int const&) [104]
[46]     0.0    0.00    0.00    3018         std::__cxx11::list<int, std::allocator<int> >::end() [46]
                0.00    0.00    3018/4036        std::_List_iterator<int>::_List_iterator(std::__detail::_List_node_base*) [33]
-----------------------------------------------
                0.00    0.00       2/2006        __gnu_cxx::new_allocator<int>::max_size() const [164]
                0.00    0.00    2004/2006        __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [49]
[47]     0.0    0.00    0.00    2006         __gnu_cxx::new_allocator<int>::_M_max_size() const [47]
-----------------------------------------------
                0.00    0.00    2004/2004        std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [59]
[48]     0.0    0.00    0.00    2004         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [48]
-----------------------------------------------
                0.00    0.00    2004/2004        std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [60]
[49]     0.0    0.00    0.00    2004         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [49]
                0.00    0.00    2004/2006        __gnu_cxx::new_allocator<int>::_M_max_size() const [47]
-----------------------------------------------
                0.00    0.00    2004/2004        void std::_Destroy<int*>(int*, int*) [62]
[50]     0.0    0.00    0.00    2004         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [50]
-----------------------------------------------
                0.00    0.00    2004/2004        std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [55]
[51]     0.0    0.00    0.00    2004         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [51]
                0.00    0.00    2004/2004        std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [60]
-----------------------------------------------
                0.00    0.00    2004/2004        std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [57]
[52]     0.0    0.00    0.00    2004         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [52]
                0.00    0.00    2004/4008        std::allocator<int>::allocator(std::allocator<int> const&) [37]
                0.00    0.00    2004/2004        std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [56]
-----------------------------------------------
                0.00    0.00    2004/2004        std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [58]
[53]     0.0    0.00    0.00    2004         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [53]
                0.00    0.00    2004/4010        std::allocator<int>::~allocator() [35]
-----------------------------------------------
                0.00    0.00    2004/2004        std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [58]
[54]     0.0    0.00    0.00    2004         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [54]
                0.00    0.00    2004/2004        std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [59]
-----------------------------------------------
                0.00    0.00    2004/2004        std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [57]
[55]     0.0    0.00    0.00    2004         std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [55]
                0.00    0.00    2004/2004        std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [51]
-----------------------------------------------
                0.00    0.00    2004/2004        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [52]
[56]     0.0    0.00    0.00    2004         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [56]
-----------------------------------------------
                0.00    0.00       2/2004        std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&) [193]
                0.00    0.00    2002/2004        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [72]
[57]     0.0    0.00    0.00    2004         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [57]
                0.00    0.00    2004/2004        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [52]
                0.00    0.00    2004/2004        std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [55]
-----------------------------------------------
                0.00    0.00    2004/2004        std::vector<int, std::allocator<int> >::~vector() [61]
[58]     0.0    0.00    0.00    2004         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [58]
                0.00    0.00    2004/2004        std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [54]
                0.00    0.00    2004/2004        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [53]
-----------------------------------------------
                0.00    0.00    2004/2004        std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [54]
[59]     0.0    0.00    0.00    2004         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [59]
                0.00    0.00    2004/2004        __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [48]
-----------------------------------------------
                0.00    0.00    2004/2004        std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [51]
[60]     0.0    0.00    0.00    2004         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [60]
                0.00    0.00    2004/2004        __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [49]
-----------------------------------------------
                0.00    0.00       2/2004        Graph::Graph(int) [155]
                0.00    0.00    2002/2004        void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [83]
[61]     0.0    0.00    0.00    2004         std::vector<int, std::allocator<int> >::~vector() [61]
                0.00    0.00    2004/4008        std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [38]
                0.00    0.00    2004/2004        std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [58]
                0.00    0.00    2004/2004        void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [63]
-----------------------------------------------
                0.00    0.00    2004/2004        void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [63]
[62]     0.0    0.00    0.00    2004         void std::_Destroy<int*>(int*, int*) [62]
                0.00    0.00    2004/2004        void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [50]
-----------------------------------------------
                0.00    0.00    2004/2004        std::vector<int, std::allocator<int> >::~vector() [61]
[63]     0.0    0.00    0.00    2004         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [63]
                0.00    0.00    2004/2004        void std::_Destroy<int*>(int*, int*) [62]
-----------------------------------------------
                0.00    0.00    2002/2002        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [72]
[64]     0.0    0.00    0.00    2002         __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_select_on_copy(std::allocator<int> const&) [64]
                0.00    0.00    2002/2002        std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [70]
-----------------------------------------------
                0.00    0.00    2002/2002        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [72]
[65]     0.0    0.00    0.00    2002         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [65]
-----------------------------------------------
                0.00    0.00    2002/2002        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [72]
[66]     0.0    0.00    0.00    2002         std::vector<int, std::allocator<int> >::end() const [66]
                0.00    0.00    2002/4004        __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [39]
-----------------------------------------------
                0.00    0.00    2002/2002        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [72]
[67]     0.0    0.00    0.00    2002         std::vector<int, std::allocator<int> >::size() const [67]
-----------------------------------------------
                0.00    0.00    2002/2002        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [72]
[68]     0.0    0.00    0.00    2002         std::vector<int, std::allocator<int> >::begin() const [68]
                0.00    0.00    2002/4004        __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [39]
-----------------------------------------------
                0.00    0.00    2002/2002        int* std::__copy_move_a2<false, int const*, int*>(int const*, int const*, int*) [78]
[69]     0.0    0.00    0.00    2002         int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [69]
-----------------------------------------------
                0.00    0.00    2002/2002        __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_select_on_copy(std::allocator<int> const&) [64]
[70]     0.0    0.00    0.00    2002         std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [70]
                0.00    0.00    2002/4008        std::allocator<int>::allocator(std::allocator<int> const&) [37]
-----------------------------------------------
                0.00    0.00    2002/2002        int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [79]
[71]     0.0    0.00    0.00    2002         int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [71]
                0.00    0.00    2002/2002        int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [81]
-----------------------------------------------
                0.00    0.00    2002/2002        void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [73]
[72]     0.0    0.00    0.00    2002         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [72]
                0.00    0.00    2002/2002        std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [65]
                0.00    0.00    2002/2002        std::vector<int, std::allocator<int> >::size() const [67]
                0.00    0.00    2002/2002        __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_select_on_copy(std::allocator<int> const&) [64]
                0.00    0.00    2002/4010        std::allocator<int>::~allocator() [35]
                0.00    0.00    2002/2004        std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [57]
                0.00    0.00    2002/4008        std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [38]
                0.00    0.00    2002/2002        std::vector<int, std::allocator<int> >::end() const [66]
                0.00    0.00    2002/2002        std::vector<int, std::allocator<int> >::begin() const [68]
                0.00    0.00    2002/2002        int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [80]
-----------------------------------------------
                0.00    0.00    2002/2002        std::vector<int, std::allocator<int> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [182]
[73]     0.0    0.00    0.00    2002         void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [73]
                0.00    0.00    2002/2002        std::vector<int, std::allocator<int> > const& std::forward<std::vector<int, std::allocator<int> > const&>(std::remove_reference<std::vector<int, std::allocator<int> > const&>::type&) [82]
                0.00    0.00    2002/4002        operator new(unsigned long, void*) [44]
                0.00    0.00    2002/2002        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [72]
-----------------------------------------------
                0.00    0.00    2002/2002        int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [76]
[74]     0.0    0.00    0.00    2002         int* std::__niter_base<int*>(int*) [74]
-----------------------------------------------
                0.00    0.00    2002/2002        int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [76]
[75]     0.0    0.00    0.00    2002         int* std::__niter_wrap<int*>(int* const&, int*) [75]
-----------------------------------------------
                0.00    0.00    2002/2002        int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [81]
[76]     0.0    0.00    0.00    2002         int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [76]
                0.00    0.00    4004/4004        int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [43]
                0.00    0.00    2002/2002        int* std::__niter_base<int*>(int*) [74]
                0.00    0.00    2002/2002        int* std::__copy_move_a1<false, int const*, int*>(int const*, int const*, int*) [77]
                0.00    0.00    2002/2002        int* std::__niter_wrap<int*>(int* const&, int*) [75]
-----------------------------------------------
                0.00    0.00    2002/2002        int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [76]
[77]     0.0    0.00    0.00    2002         int* std::__copy_move_a1<false, int const*, int*>(int const*, int const*, int*) [77]
                0.00    0.00    2002/2002        int* std::__copy_move_a2<false, int const*, int*>(int const*, int const*, int*) [78]
-----------------------------------------------
                0.00    0.00    2002/2002        int* std::__copy_move_a1<false, int const*, int*>(int const*, int const*, int*) [77]
[78]     0.0    0.00    0.00    2002         int* std::__copy_move_a2<false, int const*, int*>(int const*, int const*, int*) [78]
                0.00    0.00    2002/2002        int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [69]
-----------------------------------------------
                0.00    0.00    2002/2002        int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [80]
[79]     0.0    0.00    0.00    2002         int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [79]
                0.00    0.00    2002/2002        int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [71]
-----------------------------------------------
                0.00    0.00    2002/2002        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [72]
[80]     0.0    0.00    0.00    2002         int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [80]
                0.00    0.00    2002/2002        int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [79]
-----------------------------------------------
                0.00    0.00    2002/2002        int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [71]
[81]     0.0    0.00    0.00    2002         int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [81]
                0.00    0.00    4004/4004        __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [42]
                0.00    0.00    2002/2002        int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [76]
-----------------------------------------------
                0.00    0.00    2002/2002        void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [73]
[82]     0.0    0.00    0.00    2002         std::vector<int, std::allocator<int> > const& std::forward<std::vector<int, std::allocator<int> > const&>(std::remove_reference<std::vector<int, std::allocator<int> > const&>::type&) [82]
-----------------------------------------------
                0.00    0.00    2002/2002        void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [141]
[83]     0.0    0.00    0.00    2002         void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [83]
                0.00    0.00    2002/2004        std::vector<int, std::allocator<int> >::~vector() [61]
-----------------------------------------------
                0.00    0.00    2000/2000        std::allocator_traits<std::allocator<std::_List_node<int> > >::deallocate(std::allocator<std::_List_node<int> >&, std::_List_node<int>*, unsigned long) [95]
[84]     0.0    0.00    0.00    2000         __gnu_cxx::new_allocator<std::_List_node<int> >::deallocate(std::_List_node<int>*, unsigned long) [84]
-----------------------------------------------
                0.00    0.00    2000/2000        void std::allocator_traits<std::allocator<std::_List_node<int> > >::destroy<int>(std::allocator<std::_List_node<int> >&, int*) [96]
